time,100
00:00:00.0,-0.145
00:00:00.2,-0.145
00:00:00.4,-0.145
00:00:00.5,-0.145
00:00:00.7,-0.145
00:00:00.8,-0.145
00:00:01.0,-0.145
00:00:01.1,-0.145
00:00:01.3,-0.12
00:00:01.5,-0.135
00:00:01.7,-0.145
00:00:01.9,-0.15
00:00:02.0,-0.16
00:00:02.2,-0.155
00:00:02.3,-0.16
00:00:02.5,-0.175
00:00:02.6,-0.18
00:00:02.8,-0.185
00:00:03.0,-0.17
00:00:03.2,-0.155
00:00:03.4,-0.175
00:00:03.5,-0.18
00:00:03.7,-0.19
00:00:03.8,-0.18
00:00:04.0,-0.155
00:00:04.1,-0.135
00:00:04.3,-0.155
00:00:04.5,-0.19
00:00:04.7,-0.205
00:00:04.9,-0.235
00:00:05.0,-0.225
00:00:05.2,-0.245
00:00:05.3,-0.25
00:00:05.5,-0.26
00:00:05.6,-0.275
00:00:05.8,-0.275
00:00:06.0,-0.275
00:00:06.2,-0.265
00:00:06.4,-0.255
00:00:06.5,-0.265
00:00:06.7,-0.275
00:00:06.8,-0.29
00:00:07.0,-0.29
00:00:07.1,-0.29
00:00:07.3,-0.29
00:00:07.5,-0.285
00:00:07.7,-0.295
00:00:07.9,-0.305
00:00:08.0,-0.285
00:00:08.2,-0.275
00:00:08.3,-0.275
00:00:08.5,-0.28
00:00:08.6,-0.285
00:00:08.8,-0.305
00:00:09.0,-0.29
00:00:09.2,-0.3
00:00:09.4,-0.28
00:00:09.5,-0.29
00:00:09.7,-0.3
00:00:09.8,-0.315
00:00:10.0,-0.32
00:00:10.1,-0.335
00:00:10.3,-0.36
00:00:10.5,-0.385
00:00:10.7,-0.385
00:00:10.9,-0.405
00:00:11.0,-0.455
00:00:11.2,-0.485
00:00:11.3,-0.485
00:00:11.5,-0.425
00:00:11.6,-0.33
00:00:11.8,-0.22
00:00:12.0,-0.07
00:00:12.2,0.12
00:00:12.4,0.375
00:00:12.5,0.62
00:00:12.7,0.78
00:00:12.8,0.84
00:00:13.0,0.765
00:00:13.1,0.52
00:00:13.3,0.17
00:00:13.5,-0.165
00:00:13.7,-0.365
00:00:13.9,-0.435
00:00:14.0,-0.425
00:00:14.2,-0.37
00:00:14.3,-0.33
00:00:14.5,-0.325
00:00:14.6,-0.335
00:00:14.8,-0.345
00:00:15.0,-0.33
00:00:15.2,-0.325
00:00:15.4,-0.315
00:00:15.5,-0.31
00:00:15.7,-0.32
00:00:15.8,-0.335
00:00:16.0,-0.34
00:00:16.1,-0.325
00:00:16.3,-0.345
00:00:16.5,-0.335
00:00:16.7,-0.33
00:00:16.9,-0.335
00:00:17.0,-0.33
00:00:17.2,-0.325
00:00:17.3,-0.33
00:00:17.5,-0.33
00:00:17.6,-0.345
00:00:17.8,-0.355
00:00:18.0,-0.335
00:00:18.2,-0.325
00:00:18.4,-0.305
00:00:18.5,-0.32
00:00:18.7,-0.32
00:00:18.8,-0.33
00:00:19.0,-0.34
00:00:19.1,-0.335
00:00:19.3,-0.34
00:00:19.5,-0.345
00:00:19.7,-0.355
00:00:19.9,-0.355
00:00:20.0,-0.34
00:00:20.2,-0.33
00:00:20.3,-0.33
00:00:20.5,-0.33
00:00:20.6,-0.34
00:00:20.8,-0.35
00:00:21.0,-0.325
00:00:21.2,-0.325
00:00:21.4,-0.33
00:00:21.5,-0.33
00:00:21.7,-0.335
00:00:21.8,-0.335
00:00:22.0,-0.34
00:00:22.1,-0.33
00:00:22.3,-0.34
00:00:22.5,-0.35
00:00:22.7,-0.355
00:00:22.9,-0.35
00:00:23.0,-0.345
00:00:23.2,-0.33
00:00:23.3,-0.32
00:00:23.5,-0.335
00:00:23.6,-0.33
00:00:23.8,-0.345
00:00:24.0,-0.33
00:00:24.2,-0.335
00:00:24.4,-0.335
00:00:24.5,-0.345
00:00:24.7,-0.345
00:00:24.8,-0.355
00:00:25.0,-0.34
00:00:25.1,-0.34
00:00:25.3,-0.335
00:00:25.5,-0.33
00:00:25.7,-0.35
00:00:25.9,-0.35
00:00:26.0,-0.345
00:00:26.2,-0.335
00:00:26.3,-0.335
00:00:26.5,-0.335
00:00:26.6,-0.35
00:00:26.8,-0.355
00:00:27.0,-0.355
00:00:27.2,-0.345
00:00:27.4,-0.345
00:00:27.5,-0.335
00:00:27.7,-0.35
00:00:27.8,-0.36
00:00:28.0,-0.36
00:00:28.1,-0.36
00:00:28.3,-0.365
00:00:28.5,-0.36
00:00:28.7,-0.37
00:00:28.9,-0.385
00:00:29.0,-0.37
00:00:29.2,-0.36
00:00:29.3,-0.355
00:00:29.5,-0.36
00:00:29.6,-0.375
00:00:29.8,-0.375
00:00:30.0,-0.365
00:00:30.2,-0.365
00:00:30.4,-0.36
00:00:30.5,-0.36
00:00:30.7,-0.365
00:00:30.8,-0.37
00:00:31.0,-0.355
00:00:31.1,-0.33
00:00:31.3,-0.325
00:00:31.5,-0.325
00:00:31.7,-0.335
00:00:31.9,-0.34
00:00:32.0,-0.315
00:00:32.2,-0.3
00:00:32.3,-0.3
00:00:32.5,-0.29
00:00:32.6,-0.295
00:00:32.8,-0.29
00:00:33.0,-0.285
00:00:33.2,-0.275
00:00:33.4,-0.255
00:00:33.5,-0.25
00:00:33.7,-0.25
00:00:33.8,-0.265
00:00:34.0,-0.255
00:00:34.1,-0.245
00:00:34.3,-0.23
00:00:34.5,-0.245
00:00:34.7,-0.245
00:00:34.9,-0.255
00:00:35.0,-0.255
00:00:35.2,-0.24
00:00:35.3,-0.25
00:00:35.5,-0.255
00:00:35.6,-0.245
00:00:35.8,-0.255
00:00:36.0,-0.25
00:00:36.2,-0.25
00:00:36.4,-0.265
00:00:36.5,-0.26
00:00:36.7,-0.26
00:00:36.8,-0.265
00:00:37.0,-0.27
00:00:37.1,-0.265
00:00:37.3,-0.26
00:00:37.5,-0.275
00:00:37.7,-0.28
00:00:37.9,-0.29
00:00:38.0,-0.275
00:00:38.2,-0.27
00:00:38.3,-0.26
00:00:38.5,-0.28
00:00:38.6,-0.28
00:00:38.8,-0.285
00:00:39.0,-0.275
00:00:39.2,-0.275
00:00:39.4,-0.265
00:00:39.5,-0.27
00:00:39.7,-0.285
00:00:39.8,-0.29
00:00:40.0,-0.28
00:00:40.1,-0.275
00:00:40.3,-0.285
00:00:40.5,-0.28
00:00:40.7,-0.3
00:00:40.9,-0.3
00:00:41.0,-0.305
00:00:41.2,-0.295
00:00:41.3,-0.3
00:00:41.5,-0.31
00:00:41.6,-0.31
00:00:41.8,-0.305
00:00:42.0,-0.295
00:00:42.2,-0.285
00:00:42.4,-0.285
00:00:42.5,-0.29
00:00:42.7,-0.295
00:00:42.8,-0.31
00:00:43.0,-0.29
00:00:43.1,-0.295
00:00:43.3,-0.3
00:00:43.5,-0.305
00:00:43.7,-0.31
00:00:43.9,-0.325
00:00:44.0,-0.31
00:00:44.2,-0.3
00:00:44.3,-0.29
00:00:44.5,-0.31
00:00:44.6,-0.325
00:00:44.8,-0.33
00:00:45.0,-0.315
00:00:45.2,-0.3
00:00:45.4,-0.305
00:00:45.5,-0.31
00:00:45.7,-0.32
00:00:45.8,-0.33
00:00:46.0,-0.325
00:00:46.1,-0.315
00:00:46.3,-0.31
00:00:46.5,-0.305
00:00:46.7,-0.305
00:00:46.9,-0.31
00:00:47.0,-0.3
00:00:47.2,-0.305
00:00:47.3,-0.29
00:00:47.5,-0.3
00:00:47.6,-0.3
00:00:47.8,-0.305
00:00:48.0,-0.305
00:00:48.2,-0.29
00:00:48.4,-0.28
00:00:48.5,-0.295
00:00:48.7,-0.305
00:00:48.8,-0.315
00:00:49.0,-0.305
00:00:49.1,-0.295
00:00:49.3,-0.29
00:00:49.5,-0.28
00:00:49.7,-0.27
00:00:49.9,-0.275
00:00:50.0,-0.275
00:00:50.2,-0.27
00:00:50.3,-0.25
00:00:50.5,-0.25
00:00:50.6,-0.255
00:00:50.8,-0.225
00:00:51.0,-0.22
00:00:51.2,-0.205
00:00:51.4,-0.2
00:00:51.5,-0.205
00:00:51.7,-0.215
00:00:51.8,-0.23
00:00:52.0,-0.22
00:00:52.1,-0.225
00:00:52.3,-0.225
00:00:52.5,-0.225
00:00:52.7,-0.23
00:00:52.9,-0.235
00:00:53.0,-0.24
00:00:53.2,-0.235
00:00:53.3,-0.22
00:00:53.5,-0.21
00:00:53.6,-0.205
00:00:53.8,-0.245
00:00:54.0,-0.285
00:00:54.2,-0.285
00:00:54.4,-0.3
00:00:54.5,-0.31
00:00:54.7,-0.33
00:00:54.8,-0.33
00:00:55.0,-0.325
00:00:55.1,-0.315
00:00:55.3,-0.32
00:00:55.5,-0.315
00:00:55.7,-0.325
00:00:55.9,-0.34
00:00:56.0,-0.345
00:00:56.2,-0.34
00:00:56.3,-0.34
00:00:56.5,-0.35
00:00:56.6,-0.345
00:00:56.8,-0.355
00:00:57.0,-0.33
00:00:57.2,-0.335
00:00:57.4,-0.33
00:00:57.5,-0.32
00:00:57.7,-0.345
00:00:57.8,-0.355
00:00:58.0,-0.34
00:00:58.1,-0.33
00:00:58.3,-0.325
00:00:58.5,-0.33
00:00:58.7,-0.35
00:00:58.9,-0.365
00:00:59.0,-0.36
00:00:59.2,-0.38
00:00:59.3,-0.425
00:00:59.5,-0.445
00:00:59.6,-0.475
00:00:59.8,-0.51
00:01:00.0,-0.535
00:01:00.2,-0.505
00:01:00.4,-0.415
00:01:00.5,-0.3
